#contig	Length	B0H_VFD_S52_	B0H_VFN_S44_	B0L_VFD_S51_	B0L_VFN_S43_	B2R2H_VFD_S54_	B2R2H_VFN_S46_	B2R2L_VFD_S53_	B2R2L_VFN_S45_	B3R2H_VFD_S55_	B3R2H_VFN_S48_	B3R2L_VFN_S47_	B8R2H_VFD_S57_	B8R2H_VFN_S50_	B8R2L_VFD_S56_	B8R2L_VFN_S49_
VIRSorter_Contig_1461-circular-cat_2	43168	5.9429	3.9203	3.6739	4.5124	19.6690	13.7647	0.6910	0.2128	0.0938	0.0468	4.5207	0.0887	0.1355	13.7594	6.9838
VIRSorter_Contig_4231-circular-cat_2	42861	29.3775	4.0138	2.7034	2.7705	22.3335	10.4557	22.4302	16.4958	2.2944	2.2570	4.7055	11.7446	3.8818	12.4265	5.8020
VIRSorter_Contig_1893-circular-cat_2	53518	8.3193	4.2934	2.2524	2.1598	14.8784	15.8406	3.9038	2.1273	0.1420	0.1413	2.3008	0.0000	0.0567	4.9346	3.2242
VIRSorter_Contig_2668-circular-cat_2	48763	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	15.9396	5.8158	0.0000	0.1970	0.1182	0.0000	0.0000
VIRSorter_Contig_1225-circular-cat_2	41445	9.8116	5.5684	0.0000	0.0371	12.9069	9.2140	1.8415	0.9849	0.1898	0.0357	0.0000	0.3594	0.1774	0.0000	0.0000
VIRSorter_Contig_4532-circular-cat_2	40239	7.4721	7.9370	0.1353	0.3802	1.1471	3.0640	1.0879	2.0201	0.1273	0.3986	7.1592	1.4420	2.3595	7.8842	11.8055
VIRSorter_Contig_2111-circular-cat_2	40708	0.3064	0.2928	0.1381	0.0290	2.6393	0.5765	9.0539	1.4111	0.7898	0.5247	0.3790	0.0000	0.0344	0.0000	0.0000
VIRSorter_Contig_3860-circular-cat_2	37847	0.6649	0.0532	0.9792	0.7119	0.2190	0.2678	70.2121	40.2821	15.1009	9.5389	6.2042	25.8867	13.5576	7.6103	2.9664
VIRSorter_Contig_242-circular-cat_2	41641	10.3904	0.4981	0.0201	0.0116	4.7374	1.4155	0.3827	0.0894	0.4149	0.1130	0.0306	0.2754	2.8286	0.0000	0.0805
VIRSorter_Contig_687-circular-cat_2	35780	3.8890	4.1333	18.7609	13.4106	1.8455	2.8440	11.1966	2.8477	5.1142	0.8234	0.7908	1.4221	5.3405	1.0345	0.7598
VIRSorter_Contig_430-circular-cat_2	47315	10.9441	5.9916	5.9542	7.0312	11.7850	6.9348	7.6483	5.8142	6.1092	3.6888	4.4652	9.1652	7.5762	9.1239	4.8067
VIRSorter_Contig_362-circular-cat_2	13328	21.0183	11.8274	0.9313	1.3647	26.6592	18.6032	0.9518	0.3997	1.1254	0.7028	5.2216	0.0000	0.0000	2.2999	0.6572
VIRSorter_Contig_2181-circular-cat_2	41289	7.2111	2.8860	1.0022	2.1693	8.8045	4.8854	15.6507	1.3765	1.2610	1.2009	1.5397	1.5408	0.9715	4.0068	0.6540
VIRSorter_Contig_3457-circular-cat_2	35285	2.4445	3.2743	0.8831	1.8272	2.0479	3.2142	1.4524	0.3391	5.0166	0.5780	0.9731	11.4559	3.0039	2.5383	0.8722
VIRSorter_Contig_2229-circular-cat_2	39402	10.6476	6.7428	9.9287	15.6452	2.9851	0.7857	9.5897	5.8972	3.6736	2.0983	2.2061	13.9305	7.3144	15.6024	11.5630
VIRSorter_Contig_3463-circular-cat_2	52647	11.2867	5.6176	12.3691	12.6910	20.7569	10.2154	16.6178	12.5949	22.2389	12.0218	8.2268	30.6046	19.8076	22.4053	14.4136
VIRSorter_Contig_2806-circular-cat_2	48049	1.0547	0.5539	7.8360	6.4466	22.4371	2.9228	28.2344	15.8169	182.7643	60.4478	0.5025	22.5068	18.2517	3.1165	2.6146
VIRSorter_Contig_2206-circular-cat_2	47410	3.5199	2.2374	6.8188	9.2652	4.0013	5.1272	14.8837	7.6092	10.9174	5.6895	5.4503	20.7354	5.9600	4.4247	2.7817
VIRSorter_Contig_2005-circular-cat_2	57997	0.0000	0.0000	35.7143	35.6629	0.0000	0.0000	13.7373	13.0957	11.6419	5.9219	0.0000	1.1976	0.4420	0.3205	0.7134
VIRSorter_Contig_2770-circular-cat_2	45703	7.6385	4.6738	0.4910	0.3097	4.3641	3.0786	6.9319	2.9507	28.1445	15.1224	1.4538	5.5972	3.3109	8.8168	3.0758
VIRSorter_Contig_3868-circular-cat_2	52149	0.0000	0.0000	0.1123	0.3271	0.2307	0.0142	0.0000	0.0000	0.0000	0.0000	0.0000	0.0201	0.1027	0.0000	0.0000
VIRSorter_Contig_1806-circular-cat_2	10905	0.0000	0.0000	0.0000	0.0000	0.0076	0.0228	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1615-circular-cat_2	47315	0.0471	0.0188	0.0290	0.0594	0.1583	0.0243	0.0644	0.0151	0.0505	0.0000	0.0000	0.0117	0.0183	0.0000	0.0083
VIRSorter_Contig_594-circular-cat_2	38041	3.9506	76.2335	0.0000	0.0000	0.0000	0.0133	0.1683	0.0348	0.0136	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1243-circular-cat_2	66087	6.6344	3.4746	17.9134	17.5908	12.6596	10.7548	2.9367	1.3240	1.8491	1.1941	2.4852	43.0537	26.7494	1.2108	0.6460
VIRSorter_Contig_4537-circular-cat_2	56041	7.0088	3.6380	0.1800	0.1944	8.7461	4.4561	0.1214	0.0554	0.5421	0.4564	4.0061	0.9426	0.6461	29.2074	18.2113
VIRSorter_Contig_1589-circular-cat_2	42861	0.0000	0.0000	0.0000	0.0000	0.0909	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_4278-circular-cat_2	62858	5.0949	2.8996	10.7786	8.2691	11.3335	9.0701	11.8859	7.3237	18.8051	11.6358	4.8101	22.0291	14.0299	15.2306	9.0355
VIRSorter_Contig_280-circular-cat_2	39402	0.0000	0.0000	0.0000	0.0013	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0154	0.0000	0.0000
VIRSorter_Contig_2143-circular-cat_2	49507	0.9371	0.0000	9.5648	8.3050	10.5909	4.7691	47.0825	15.0044	173.2993	46.8812	4.3028	22.3476	7.4580	2.4148	2.3718
VIRSorter_Contig_2136-circular-cat_2	46115	0.5444	0.1855	1.2617	2.2065	0.1708	0.1943	21.2321	6.9890	3.6362	0.9392	0.0000	0.2268	0.1232	0.2828	0.0571
VIRSorter_Contig_4103-circular-cat_2	63896	37.8179	23.5190	0.0000	0.0000	1.3395	1.1476	0.0000	0.0000	0.0000	0.0000	2.9225	0.0000	0.0000	13.6626	3.6630
VIRSorter_Contig_2761-circular-cat_2	44363	0.1526	0.0851	0.2509	0.3823	0.3705	0.1645	0.3021	0.4221	13.0581	6.9652	0.5344	6.9362	6.7782	0.2273	0.2690
VIRSorter_Contig_19-circular-cat_2	46226	28.1339	34.9971	12.3111	12.8450	10.6321	8.8315	20.2180	9.7201	9.8766	2.9856	1.9318	2.1873	4.0927	0.9605	0.7718
VIRSorter_Contig_1587-circular-cat_2	50850	33.1903	0.1214	0.6018	1.1217	9.3315	3.1073	0.3791	0.0000	9.2343	5.1732	19.1118	0.9408	0.2673	29.8355	16.4249
VIRSorter_Contig_1473-circular-cat_2	14775	4.0319	1.5598	1.8943	1.4009	13.6936	7.6712	5.7378	3.6636	6.9722	5.6773	5.3742	2.7548	1.4135	6.4197	4.6035
VIRSorter_Contig_2970-circular-cat_2	11413	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0641	0.0000	2.2214	10.6318	0.0000	0.1917	0.0536	0.0296	0.0000
VIRSorter_Contig_1783-circular-cat_2	43168	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_305-circular-cat_2	44230	9.9060	0.5576	1.0842	1.2029	2.2328	1.4003	1.1947	0.6000	1.0248	0.5447	0.6267	1.0801	0.9109	1.3174	0.5113
VIRSorter_Contig_866-circular-cat_2	61013	6.4280	4.4786	21.0451	13.6254	8.0596	3.6282	10.1492	6.6197	7.8730	9.5586	11.5150	24.2171	7.7091	11.5027	10.0177
VIRSorter_Contig_351-circular-cat_2	24348	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_2758-circular-cat_2	38801	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_2800-circular-cat_2	16518	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	45.5125	3.4763	0.0000	3.9284	2.2856	0.0000	0.0000
VIRSorter_Contig_266-circular-cat_2	74680	0.0000	0.0000	0.0014	0.0000	0.0000	0.0000	0.0000	0.0000	0.0148	0.0063	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_583-circular-cat_2	65182	1.6794	15.5893	0.7765	0.9747	11.6902	3.1448	0.4600	0.4652	0.0862	0.1503	0.6746	9.5298	1.9540	0.0675	0.8047
VIRSorter_Contig_951-circular-cat_2	63686	35.8061	19.0183	14.6864	13.9897	58.5650	36.8086	37.1023	17.9322	62.5864	32.5892	20.2116	50.0909	46.7936	44.9372	15.8355
VIRSorter_Contig_3872-circular-cat_2	35748	0.0000	0.0000	3.5895	3.7941	0.0764	0.0418	0.4913	0.6907	8.4139	5.9219	0.2239	12.8456	8.7517	0.1044	0.0300
VIRSorter_Contig_3478-circular-cat_2	44162	2.2328	0.0000	0.0000	0.0000	0.0000	0.0000	3.1055	1.0449	3.8830	0.6948	0.0000	11.0406	5.1179	1.0842	4.3368
VIRSorter_Contig_228-circular-cat_2	56999	0.1435	0.0411	0.0318	0.0329	0.1556	0.0138	0.6360	0.1648	0.8291	1.2275	0.1224	0.2289	0.1423	0.4972	0.2501
VIRSorter_Contig_355-circular-cat_2	40132	35.0666	15.6460	1.7849	4.8275	6.9526	12.2896	16.8742	15.8355	0.6937	4.9222	3.9758	0.0000	0.0610	10.6588	21.4494
VIRSorter_Contig_2606-circular-cat_2	40119	0.0894	0.0294	0.7858	1.2405	1.4444	0.4723	8.4341	2.8298	25.4372	6.0749	2.8219	12.3225	9.0345	4.7853	4.3431
VIRSorter_Contig_3839-circular-cat_2	52754	2.7188	1.8962	4.8158	6.4315	0.8808	1.3149	37.9061	5.2018	9.0333	7.8637	7.4515	8.5758	12.8916	5.9620	8.0450
VIRSorter_Contig_1899-circular-cat_2	45658	25.6751	18.0924	14.7748	18.8988	67.6110	38.8824	36.5007	34.3717	19.9176	12.0595	9.1757	19.5955	16.4530	90.0426	50.5937
VIRSorter_Contig_965-circular-cat_2	65853	8.6439	4.6220	16.5315	14.8705	2.2247	1.0010	4.0403	3.9143	1.0497	0.5296	4.5943	8.4804	9.1050	11.2035	7.5853
VIRSorter_Contig_1757-circular-cat_2	40041	7.4247	3.3013	1.2890	1.7168	27.5656	19.1866	0.8492	0.7327	0.0000	0.0000	3.7670	1.0751	0.5271	8.7440	4.5348
VIRSorter_Contig_2949-circular-cat_2	57254	0.0840	0.0395	0.0376	0.1482	0.3658	0.0781	0.0848	0.0424	0.0969	0.0059	0.0000	0.0016	0.0018	0.0157	0.0314
VIRSorter_Contig_258-circular-cat_2	50850	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_3152-circular-cat_2	43408	0.3854	0.1863	0.1280	0.1319	0.3636	0.2874	0.5397	0.3022	0.5352	0.3029	0.1926	27.3163	0.2315	0.4614	0.3569
VIRSorter_Contig_4046-circular-cat_2	58157	1.0181	0.3935	0.2714	0.8057	1.8183	0.4111	0.6349	0.8230	1.9030	1.1185	0.1484	4.5521	1.1760	11.6957	0.3692
VIRSorter_Contig_3010-circular-cat_2	81571	0.4428	0.0435	0.4921	0.7245	0.2862	0.4780	2.4667	1.1767	1.6484	13.9504	0.0872	0.3727	0.4543	0.2058	0.4254
VIRSorter_Contig_348-circular-cat_2	59026	22.5119	0.0000	0.3435	0.1496	1.8816	3.8247	0.0178	0.0044	0.2542	0.0000	0.6674	3.9231	0.3130	0.8130	0.4363
VIRSorter_Contig_2958-circular-cat_2	49507	0.0003	0.0000	0.1794	0.1973	0.4269	0.1539	0.2564	0.1170	0.9089	0.1858	0.0767	0.5456	0.1311	0.0112	0.0338
VIRSorter_Contig_979-circular-cat_2	46236	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_3385-circular-cat_2	49356	0.0000	0.0000	0.7412	0.7022	0.0000	0.0000	0.0000	0.0000	1.0382	0.5425	0.5403	20.4611	10.9131	0.0000	0.0314
VIRSorter_Contig_937-circular-cat_2	61013	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1623-circular-cat_2	51074	5.6686	2.4175	0.8652	0.2857	17.3960	8.1905	2.6182	0.5628	7.3774	2.1584	2.3517	2.6251	0.9410	1.4109	0.9754
VIRSorter_Contig_4521-circular-cat_2	47158	1.5653	1.4470	2.9521	1.5371	7.6230	1.4545	3.2732	2.9554	4.0953	1.2852	0.5338	1.3559	2.4380	6.3644	19.8741
VIRSorter_Contig_51-circular-cat_2	40171	31.9843	17.9216	0.7400	0.9125	2.6699	18.2567	0.5511	0.4481	0.0552	0.7209	101.1319	0.1224	0.1068	327.9608	214.1503
VIRSorter_Contig_835-circular-cat_2	43264	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_2209-circular-cat_2	52753	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_862-circular-cat_2	57997	0.0000	0.0000	0.0000	0.0039	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_850-circular-cat_2	39467	10.2475	7.9920	13.6833	15.1027	8.8543	3.8168	8.1790	7.2428	11.5522	7.8680	6.9339	21.8346	12.6292	10.7368	7.2769
VIRSorter_Contig_2753-circular-cat_2	48498	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	17.6825	9.1094	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_3635-circular-cat_2	10794	6.3696	3.3671	11.2940	8.6288	6.8087	2.7233	11.1828	8.1246	13.3870	6.8737	3.4737	17.9156	11.8124	7.1908	5.5552
VIRSorter_Contig_4351-circular-cat_2	51878	5.9870	4.5397	2.3673	3.0559	4.7428	2.8359	2.5210	2.4764	3.1612	1.3666	1.6280	3.7799	2.1831	12.4570	8.5351
VIRSorter_Contig_891-circular-cat_2	57254	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_4283-circular-cat_2	62822	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_2153-circular-cat_2	68197	0.0003	0.0985	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0018	0.0000	0.0000
VIRSorter_Contig_3878-circular-cat_2	36670	7.4569	4.5709	14.2210	13.1049	21.5169	17.9421	20.2257	11.1080	33.2485	16.3136	9.1834	26.5987	21.7287	16.7369	8.1919
VIRSorter_Contig_2822-circular-cat_2	56646	8.5125	4.0761	7.5674	7.2190	11.4606	9.5512	10.3282	3.2231	11.9096	5.3818	3.4501	7.9707	5.5604	10.7027	6.8963
VIRSorter_Contig_2127-circular-cat_2	46833	3.7129	0.7208	3.2114	2.4465	12.5564	27.9989	58.5888	3.4258	9.0862	2.5919	9.7205	5.7285	4.0362	2.9635	4.4828
VIRSorter_Contig_2117-circular-cat_2	62822	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_390-circular-cat_2	10905	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1028-circular-cat_2	16526	6.4893	3.1259	15.4266	20.0331	4.9314	2.8841	10.4244	8.0634	3.0880	2.6030	2.1229	9.0358	6.8183	3.6662	2.8827
VIRSorter_Contig_2417-circular-cat_2	42995	0.0000	0.0000	0.0000	0.0461	0.0019	0.0000	0.0000	0.0000	0.0547	0.0451	0.0000	0.0171	0.0000	0.0000	0.0027
VIRSorter_Contig_276-circular-cat_2	43618	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_3836-circular-cat_2	43840	0.0000	0.0000	7.2743	7.9699	0.0000	0.0000	4.4765	2.9849	10.5604	8.2424	0.0000	22.7563	16.2133	0.0000	0.0000
VIRSorter_Contig_826-circular-cat_2	35977	0.6336	1.2366	22.4904	13.8432	33.2898	15.2486	1.6219	2.2627	3.0148	3.8100	31.8914	2.9782	7.0574	31.9908	18.4889
VIRSorter_Contig_3564-circular-cat_2	21431	6.1103	6.2752	1.9329	1.3020	4.5111	1.9021	3.6606	4.2011	7.2201	3.0339	3.4199	10.7758	3.8048	5.3956	2.4728
VIRSorter_Contig_812-circular-cat_2	62822	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_988-circular-cat_2	57926	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1501-circular-cat_2	44174	1.4200	3.3133	1.8573	1.2484	21.0743	3.4797	8.7821	8.6660	29.1237	6.7017	3.4148	32.3061	8.7482	8.4664	9.7324
VIRSorter_Contig_1628-circular-cat_2	9980	13.7434	8.1708	0.0845	0.0234	12.9638	7.8020	0.3292	0.4585	0.0187	0.0119	6.2112	0.0000	0.0475	10.7531	8.5026
VIRSorter_Contig_3091-circular-cat_2	43120	0.0000	0.0000	3.2744	1.6111	0.0000	0.0318	2.1238	2.7148	0.5494	0.1875	24.7970	1.5567	0.7381	2.8887	2.2679
VIRSorter_Contig_2722-circular-cat_2	40184	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.6817	1.0627	20.6182	6.1048	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_3830-circular-cat_2	27062	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1482-circular-cat_2	49119	0.0793	0.1681	1.8902	0.0546	16.8848	0.0000	6.3069	0.1800	0.0000	0.0000	0.0000	0.0000	2.0180	0.4975	0.3738
VIRSorter_Contig_1344-circular-cat_2	43483	0.0180	0.0000	0.0653	0.0695	15.7952	0.0011	0.0950	1.9700	0.0734	0.1609	0.0000	0.3123	0.0805	0.3297	0.0806
VIRSorter_Contig_3931-circular-cat_2	48780	2.5384	0.6149	1.7197	1.9254	4.4687	1.5499	8.2719	3.7407	13.4861	7.2680	2.3197	8.5841	15.4719	1.8845	1.5830
VIRSorter_Contig_2408-circular-cat_2	40921	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0156	0.0000
VIRSorter_Contig_892-circular-cat_2	36670	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_3050-circular-cat_2	69494	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_3063-circular-cat_2	53078	0.8268	0.1377	0.4067	1.0423	0.6089	0.2332	0.3584	0.0245	0.0098	0.1888	16.9884	0.0000	0.0000	0.6798	0.1203
VIRSorter_Contig_4341-circular-cat_2	39402	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_3856-circular-cat_2	59855	3.4579	1.5237	3.9903	5.9860	4.5246	1.6416	9.4218	5.3404	26.9558	14.2939	3.9012	18.0355	11.6859	9.3542	6.3745
VIRSorter_Contig_4530-circular-cat_2	40078	0.9176	0.4485	0.0000	0.0000	0.0000	0.0000	20.7874	17.8307	12.9045	7.8622	1.0097	0.0860	0.0000	33.9087	12.3802
VIRSorter_Contig_3072-circular-cat_2	40171	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_902-circular-cat_2	50855	2.5762	2.8483	13.5134	9.7022	0.2526	0.0918	3.4465	1.0757	2.5681	0.8477	0.8362	6.2177	5.3997	0.3760	0.1531
VIRSorter_Contig_4421-circular-cat_2	63283	2.8289	1.5189	1.7225	4.0218	22.2169	8.1432	9.8318	3.2314	1.0679	3.0217	0.9919	3.5968	2.1956	13.7982	5.0855
VIRSorter_Contig_1788-circular-cat_2	40170	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_3822-circular-cat_2	48610	5.8538	1.8179	0.8694	0.0981	6.7286	0.1267	0.0862	0.4770	1.6497	0.4723	1.8783	17.5623	13.9931	3.2637	0.0000
VIRSorter_Contig_2938-circular-cat_2	36670	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_304-circular-cat_2	56790	12.4809	6.8763	1.8422	2.7203	7.2152	4.0077	0.4623	0.5500	0.0000	0.0000	0.3674	0.7290	0.5427	1.7325	0.6269
VIRSorter_Contig_4509-circular-cat_2	78723	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_2413-circular-cat_2	49552	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1551-circular-cat_2	35977	0.0863	0.2808	0.6996	0.5490	1.0790	0.4169	0.2388	0.3373	0.3945	0.0543	0.3601	0.1810	0.4542	0.6456	0.3975
VIRSorter_Contig_3-circular-cat_2	60437	39.0656	23.4195	11.2070	11.5007	50.9149	31.5479	36.0253	25.6013	0.4012	0.1709	6.2307	0.1110	0.0959	9.0380	3.9674
VIRSorter_Contig_1560-circular-cat_2	10905	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_817-circular-cat_2	38801	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1703-circular-cat_2	49678	31.4151	20.5363	25.1304	29.1100	22.1932	14.1253	17.6994	13.3983	20.3380	7.4347	5.6691	36.1485	26.5084	9.9986	5.1056
VIRSorter_Contig_2653-circular-cat_2	66584	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1675-circular-cat_2	52177	8.1866	3.7947	9.9061	10.8017	11.4259	11.0909	7.7912	4.6925	16.2923	9.5721	6.6429	21.0338	13.0902	7.7642	4.9190
VIRSorter_Contig_343-circular-cat_2	41630	18.0761	8.5431	5.9666	7.5750	16.4830	8.9091	6.7643	4.1748	8.6736	4.8596	3.5597	11.6604	9.0326	22.7102	12.5428
VIRSorter_Contig_4012-circular-cat_2	44486	8.9749	5.8259	7.9961	10.4954	14.3653	7.0143	12.8352	11.0360	6.9319	4.8790	3.5523	6.8509	4.9383	22.9623	12.2043
VIRSorter_Contig_943-circular-cat_2	73754	11.9514	5.4352	11.9911	12.8689	12.1192	8.8582	8.6665	5.9904	9.8786	9.0681	5.4620	7.8554	6.2708	10.2549	5.2297
VIRSorter_Contig_3516-circular-cat_2	54414	0.1849	0.0084	3.4861	4.3579	0.1724	0.0974	3.0670	2.4093	11.0300	8.0491	0.1470	20.2454	15.9409	0.2852	0.1540
VIRSorter_Contig_2132-circular-cat_2	43768	1.4987	0.4621	0.2254	0.1555	1.0814	0.6055	42.8500	51.0263	2.9572	1.0579	0.5811	1.4025	0.0788	1.8996	1.9229
VIRSorter_Contig_76-circular-cat_2	55933	43.5630	36.5096	108.9516	104.1817	56.3393	28.5587	101.1257	39.5350	64.7908	25.3879	21.6525	80.9819	56.2713	39.2868	26.3417
VIRSorter_Contig_1511-circular-cat_2	39408	1.6361	0.7182	0.3652	0.4424	11.5722	2.1410	0.7349	0.7520	2.6760	1.0388	0.0000	0.5492	0.2920	0.0634	0.0670
VIRSorter_Contig_3596-circular-cat_2	39267	13.0655	8.9581	8.2494	7.8567	5.7124	5.7513	10.6659	8.2311	15.2894	8.8778	3.4365	19.3240	13.4544	12.6837	7.7966
VIRSorter_Contig_3580-circular-cat_2	47410	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_2700-circular-cat_2	48823	0.6544	0.0990	0.5352	1.1376	0.1263	0.0104	2.4351	2.7308	25.3909	2.9170	0.0000	5.2804	2.6139	0.4316	0.2244
VIRSorter_Contig_1497-circular-cat_2	43264	0.0820	0.0322	0.0722	0.0920	0.3446	0.0989	0.0480	0.0167	0.0859	0.0551	0.0000	0.0322	0.0321	0.1884	0.0749
VIRSorter_Contig_1538-circular-cat_2	39102	0.0298	0.0000	1.3484	8.9157	10.3215	8.2208	0.1751	0.0000	0.0000	0.0000	3.2714	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_2929-circular-cat_2	43848	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1654	11.1647	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_2474-circular-cat_2	57997	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1581-circular-cat_2	65816	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_3553-circular-cat_2	43394	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
