#contig	Length	B0H_VFD_S52	B0H_VFN_S44	B0L_VFD_S51	B0L_VFN_S43	B2R2H_VFD_S54	B2R2H_VFN_S46	B2R2L_VFD_S53	B2R2L_VFN_S45	B3R2H_VFD_S55	B3R2H_VFN_S48	B3R2L_VFN_S47	B8R2H_VFD_S57	B8R2H_VFN_S50	B8R2L_VFD_S56	B8R2L_VFN_S49
VIRSorter_Contig_1461-circular-cat_2	43168	0.0434	0.0290	0.0271	0.0330	0.1418	0.0986	0.0062	0.0030	0.0031	0.0021	0.0334	0.0028	0.0026	0.0989	0.0508
VIRSorter_Contig_4231-circular-cat_2	42861	0.2126	0.0296	0.0209	0.0203	0.1614	0.0758	0.1618	0.1183	0.0187	0.0175	0.0346	0.0841	0.0292	0.0906	0.0423
VIRSorter_Contig_1893-circular-cat_2	53518	0.0598	0.0312	0.0173	0.0164	0.1064	0.1130	0.0286	0.0163	0.0025	0.0022	0.0173	0.0007	0.0013	0.0363	0.0239
VIRSorter_Contig_2668-circular-cat_2	48763	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.1156	0.0419	0.0000	0.0026	0.0015	0.0000	0.0000
VIRSorter_Contig_1225-circular-cat_2	41445	0.0712	0.0406	0.0003	0.0014	0.0926	0.0668	0.0144	0.0085	0.0029	0.0012	0.0002	0.0042	0.0024	0.0003	0.0002
VIRSorter_Contig_4532-circular-cat_2	40239	0.0567	0.0576	0.0024	0.0043	0.0117	0.0236	0.0098	0.0155	0.0020	0.0042	0.0527	0.0125	0.0180	0.0615	0.0871
VIRSorter_Contig_2111-circular-cat_2	40708	0.0032	0.0033	0.0019	0.0012	0.0199	0.0054	0.0659	0.0113	0.0070	0.0048	0.0038	0.0002	0.0011	0.0003	0.0004
VIRSorter_Contig_3860-circular-cat_2	37847	0.0063	0.0014	0.0082	0.0067	0.0032	0.0032	0.4913	0.2820	0.1076	0.0683	0.0451	0.1814	0.0977	0.0551	0.0224
VIRSorter_Contig_242-circular-cat_2	41641	0.0758	0.0047	0.0010	0.0010	0.0347	0.0111	0.0041	0.0018	0.0043	0.0017	0.0012	0.0031	0.0215	0.0009	0.0016
VIRSorter_Contig_687-circular-cat_2	35780	0.0302	0.0321	0.1332	0.0967	0.0166	0.0231	0.0824	0.0239	0.0406	0.0088	0.0077	0.0152	0.0398	0.0113	0.0088
VIRSorter_Contig_430-circular-cat_2	47315	0.0804	0.0442	0.0448	0.0522	0.0868	0.0514	0.0573	0.0432	0.0454	0.0279	0.0323	0.0672	0.0561	0.0656	0.0357
VIRSorter_Contig_362-circular-cat_2	13328	0.1478	0.0834	0.0128	0.0187	0.1901	0.1312	0.0116	0.0058	0.0164	0.0105	0.0376	0.0005	0.0005	0.0171	0.0065
VIRSorter_Contig_2181-circular-cat_2	41289	0.0520	0.0219	0.0084	0.0168	0.0634	0.0359	0.1111	0.0109	0.0106	0.0099	0.0125	0.0126	0.0081	0.0292	0.0060
VIRSorter_Contig_3457-circular-cat_2	35285	0.0186	0.0238	0.0075	0.0145	0.0157	0.0237	0.0117	0.0037	0.0355	0.0057	0.0079	0.0813	0.0222	0.0192	0.0076
VIRSorter_Contig_2229-circular-cat_2	39402	0.0769	0.0482	0.0709	0.1107	0.0223	0.0068	0.0695	0.0429	0.0272	0.0163	0.0164	0.0997	0.0530	0.1110	0.0816
VIRSorter_Contig_3463-circular-cat_2	52647	0.0795	0.0413	0.0873	0.0903	0.1473	0.0732	0.1179	0.0891	0.1647	0.0863	0.0591	0.2164	0.1415	0.1585	0.1027
VIRSorter_Contig_2806-circular-cat_2	48049	0.0087	0.0054	0.0567	0.0480	0.1582	0.0216	0.1988	0.1116	1.2964	0.4270	0.0050	0.1612	0.1300	0.0231	0.0197
VIRSorter_Contig_2206-circular-cat_2	47410	0.0255	0.0171	0.0490	0.0672	0.0295	0.0373	0.1069	0.0551	0.0787	0.0414	0.0397	0.1468	0.0437	0.0324	0.0208
VIRSorter_Contig_2005-circular-cat_2	57997	0.0000	0.0000	0.2497	0.2504	0.0001	0.0000	0.0971	0.0925	0.0818	0.0422	0.0001	0.0097	0.0042	0.0034	0.0066
VIRSorter_Contig_2770-circular-cat_2	45703	0.0554	0.0338	0.0047	0.0036	0.0319	0.0230	0.0500	0.0221	0.2031	0.1081	0.0119	0.0411	0.0247	0.0644	0.0234
VIRSorter_Contig_3868-circular-cat_2	52149	0.0002	0.0002	0.0049	0.0067	0.0046	0.0020	0.0003	0.0003	0.0016	0.0007	0.0023	0.0030	0.0044	0.0007	0.0011
VIRSorter_Contig_1806-circular-cat_2	10905	0.0017	0.0009	0.0004	0.0015	0.0018	0.0023	0.0017	0.0013	0.0026	0.0027	0.0005	0.0019	0.0025	0.0002	0.0001
VIRSorter_Contig_1615-circular-cat_2	47315	0.0036	0.0024	0.0034	0.0039	0.0057	0.0025	0.0044	0.0032	0.0033	0.0015	0.0011	0.0037	0.0027	0.0019	0.0014
VIRSorter_Contig_594-circular-cat_2	38041	0.0293	0.5395	0.0001	0.0001	0.0004	0.0019	0.0208	0.0022	0.0029	0.0006	0.0016	0.0002	0.0002	0.0000	0.0000
VIRSorter_Contig_1243-circular-cat_2	66087	0.0477	0.0255	0.1277	0.1249	0.0915	0.0769	0.0239	0.0114	0.0166	0.0106	0.0187	0.3045	0.1901	0.0099	0.0059
VIRSorter_Contig_4537-circular-cat_2	56041	0.0516	0.0267	0.0029	0.0032	0.0628	0.0328	0.0026	0.0014	0.0061	0.0047	0.0301	0.0090	0.0062	0.2112	0.1324
VIRSorter_Contig_1589-circular-cat_2	42861	0.0006	0.0003	0.0001	0.0001	0.0029	0.0005	0.0004	0.0003	0.0002	0.0004	0.0000	0.0003	0.0001	0.0003	0.0003
VIRSorter_Contig_4278-circular-cat_2	62858	0.0374	0.0217	0.0769	0.0594	0.0816	0.0661	0.0857	0.0531	0.1388	0.0848	0.0349	0.1568	0.1009	0.1109	0.0655
VIRSorter_Contig_280-circular-cat_2	39402	0.0012	0.0012	0.0010	0.0023	0.0007	0.0002	0.0009	0.0005	0.0004	0.0003	0.0004	0.0014	0.0016	0.0017	0.0016
VIRSorter_Contig_2143-circular-cat_2	49507	0.0080	0.0004	0.0687	0.0590	0.0763	0.0344	0.3316	0.1053	1.2418	0.3291	0.0310	0.1574	0.0537	0.0184	0.0184
VIRSorter_Contig_2136-circular-cat_2	46115	0.0052	0.0027	0.0108	0.0171	0.0027	0.0026	0.1523	0.0513	0.0271	0.0082	0.0005	0.0031	0.0019	0.0032	0.0014
VIRSorter_Contig_4103-circular-cat_2	63896	0.2720	0.1660	0.0003	0.0004	0.0113	0.0096	0.0005	0.0002	0.0003	0.0007	0.0219	0.0007	0.0003	0.0989	0.0269
VIRSorter_Contig_2761-circular-cat_2	44363	0.0040	0.0030	0.0047	0.0058	0.0067	0.0036	0.0044	0.0048	0.0971	0.0502	0.0062	0.0502	0.0498	0.0048	0.0045
VIRSorter_Contig_19-circular-cat_2	46226	0.2025	0.2477	0.0884	0.0911	0.0775	0.0645	0.1445	0.0704	0.0723	0.0225	0.0149	0.0173	0.0303	0.0086	0.0071
VIRSorter_Contig_1587-circular-cat_2	50850	0.2344	0.0018	0.0053	0.0093	0.0664	0.0230	0.0041	0.0007	0.0652	0.0366	0.1337	0.0081	0.0033	0.2095	0.1166
VIRSorter_Contig_1473-circular-cat_2	14775	0.0315	0.0131	0.0148	0.0110	0.1020	0.0571	0.0424	0.0278	0.0543	0.0428	0.0409	0.0206	0.0108	0.0501	0.0345
VIRSorter_Contig_2970-circular-cat_2	11413	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0012	0.0002	0.0172	0.0762	0.0000	0.0025	0.0011	0.0011	0.0000
VIRSorter_Contig_1783-circular-cat_2	43168	0.0004	0.0003	0.0001	0.0001	0.0009	0.0007	0.0000	0.0000	0.0000	0.0000	0.0004	0.0000	0.0000	0.0006	0.0005
VIRSorter_Contig_305-circular-cat_2	44230	0.0709	0.0052	0.0091	0.0101	0.0187	0.0115	0.0100	0.0056	0.0089	0.0050	0.0058	0.0090	0.0075	0.0122	0.0057
VIRSorter_Contig_866-circular-cat_2	61013	0.0459	0.0327	0.1499	0.0977	0.0585	0.0269	0.0722	0.0474	0.0569	0.0686	0.0824	0.1700	0.0553	0.0817	0.0712
VIRSorter_Contig_351-circular-cat_2	24348	0.0012	0.0012	0.0000	0.0004	0.0008	0.0002	0.0001	0.0002	0.0002	0.0001	0.0004	0.0005	0.0002	0.0000	0.0000
VIRSorter_Contig_2758-circular-cat_2	38801	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_2800-circular-cat_2	16518	0.0000	0.0000	0.0001	0.0005	0.0008	0.0001	0.0000	0.0001	0.3324	0.0260	0.0002	0.0295	0.0179	0.0000	0.0000
VIRSorter_Contig_266-circular-cat_2	74680	0.0009	0.0005	0.0011	0.0012	0.0013	0.0007	0.0011	0.0009	0.0013	0.0013	0.0002	0.0005	0.0005	0.0007	0.0011
VIRSorter_Contig_583-circular-cat_2	65182	0.0133	0.1101	0.0071	0.0085	0.0881	0.0250	0.0050	0.0048	0.0017	0.0022	0.0063	0.0693	0.0154	0.0014	0.0074
VIRSorter_Contig_951-circular-cat_2	63686	0.2540	0.1346	0.1052	0.1004	0.4167	0.2627	0.2624	0.1276	0.4471	0.2321	0.1436	0.3519	0.3342	0.3141	0.1145
VIRSorter_Contig_3872-circular-cat_2	35748	0.0008	0.0008	0.0257	0.0282	0.0016	0.0015	0.0047	0.0064	0.0595	0.0426	0.0029	0.0902	0.0625	0.0016	0.0012
VIRSorter_Contig_3478-circular-cat_2	44162	0.0169	0.0003	0.0003	0.0000	0.0002	0.0000	0.0232	0.0089	0.0288	0.0065	0.0000	0.0798	0.0376	0.0091	0.0317
VIRSorter_Contig_228-circular-cat_2	56999	0.0054	0.0028	0.0025	0.0021	0.0045	0.0018	0.0346	0.0095	0.0150	0.0151	0.0061	0.0094	0.0048	0.0203	0.0079
VIRSorter_Contig_355-circular-cat_2	40132	0.2461	0.1106	0.0140	0.0350	0.0510	0.0873	0.1205	0.1114	0.0062	0.0357	0.0295	0.0005	0.0014	0.0755	0.1498
VIRSorter_Contig_2606-circular-cat_2	40119	0.0014	0.0014	0.0076	0.0116	0.0132	0.0049	0.0601	0.0215	0.1804	0.0447	0.0242	0.0893	0.0676	0.0361	0.0330
VIRSorter_Contig_3839-circular-cat_2	52754	0.0202	0.0148	0.0350	0.0464	0.0077	0.0106	0.2673	0.0373	0.0641	0.0570	0.0537	0.0609	0.0910	0.0432	0.0572
VIRSorter_Contig_1899-circular-cat_2	45658	0.1798	0.1267	0.1012	0.1296	0.4784	0.2740	0.2561	0.2394	0.1380	0.0839	0.0649	0.1322	0.1129	0.6184	0.3499
VIRSorter_Contig_965-circular-cat_2	65853	0.0626	0.0336	0.1186	0.1057	0.0170	0.0084	0.0296	0.0281	0.0086	0.0050	0.0340	0.0609	0.0656	0.0804	0.0548
VIRSorter_Contig_1757-circular-cat_2	40041	0.0524	0.0244	0.0103	0.0134	0.1959	0.1365	0.0075	0.0064	0.0003	0.0003	0.0276	0.0088	0.0048	0.0620	0.0334
VIRSorter_Contig_2949-circular-cat_2	57254	0.0116	0.0048	0.0064	0.0065	0.0152	0.0079	0.0108	0.0071	0.0056	0.0031	0.0021	0.0038	0.0021	0.0070	0.0044
VIRSorter_Contig_258-circular-cat_2	50850	0.0017	0.0000	0.0004	0.0003	0.0009	0.0004	0.0000	0.0000	0.0009	0.0005	0.0008	0.0005	0.0001	0.0014	0.0011
VIRSorter_Contig_3152-circular-cat_2	43408	0.0041	0.0025	0.0020	0.0020	0.0042	0.0033	0.0051	0.0034	0.0053	0.0037	0.0028	0.1919	0.0026	0.0049	0.0038
VIRSorter_Contig_4046-circular-cat_2	58157	0.0084	0.0042	0.0030	0.0072	0.0145	0.0042	0.0057	0.0074	0.0156	0.0096	0.0021	0.0339	0.0099	0.0834	0.0042
VIRSorter_Contig_3010-circular-cat_2	81571	0.0045	0.0012	0.0050	0.0069	0.0034	0.0048	0.0212	0.0104	0.0141	0.1002	0.0017	0.0044	0.0046	0.0028	0.0045
VIRSorter_Contig_348-circular-cat_2	59026	0.1618	0.0009	0.0035	0.0022	0.0148	0.0286	0.0010	0.0009	0.0032	0.0009	0.0059	0.0284	0.0032	0.0072	0.0047
VIRSorter_Contig_2958-circular-cat_2	49507	0.0008	0.0000	0.0041	0.0033	0.0056	0.0027	0.0109	0.0044	0.0439	0.0128	0.0017	0.0093	0.0031	0.0010	0.0013
VIRSorter_Contig_979-circular-cat_2	46236	0.0011	0.0007	0.0008	0.0010	0.0024	0.0004	0.0005	0.0006	0.0006	0.0002	0.0005	0.0010	0.0010	0.0013	0.0016
VIRSorter_Contig_3385-circular-cat_2	49356	0.0008	0.0009	0.0063	0.0065	0.0003	0.0001	0.0004	0.0002	0.0090	0.0055	0.0053	0.1453	0.0784	0.0009	0.0014
VIRSorter_Contig_937-circular-cat_2	61013	0.0005	0.0002	0.0009	0.0009	0.0003	0.0000	0.0004	0.0003	0.0003	0.0007	0.0007	0.0008	0.0003	0.0005	0.0007
VIRSorter_Contig_1623-circular-cat_2	51074	0.0412	0.0179	0.0076	0.0035	0.1250	0.0587	0.0201	0.0057	0.0529	0.0164	0.0175	0.0200	0.0079	0.0113	0.0085
VIRSorter_Contig_4521-circular-cat_2	47158	0.0124	0.0118	0.0225	0.0122	0.0554	0.0122	0.0246	0.0224	0.0309	0.0106	0.0053	0.0117	0.0185	0.0469	0.1429
VIRSorter_Contig_51-circular-cat_2	40171	0.2339	0.1289	0.0071	0.0082	0.0207	0.1328	0.0056	0.0045	0.0017	0.0066	0.7316	0.0021	0.0018	2.3804	1.5475
VIRSorter_Contig_835-circular-cat_2	43264	0.0023	0.0010	0.0011	0.0013	0.0021	0.0014	0.0012	0.0011	0.0007	0.0008	0.0006	0.0020	0.0020	0.0011	0.0005
VIRSorter_Contig_2209-circular-cat_2	52753	0.0004	0.0001	0.0004	0.0003	0.0007	0.0005	0.0038	0.0005	0.0016	0.0013	0.0008	0.0010	0.0009	0.0004	0.0008
VIRSorter_Contig_862-circular-cat_2	57997	0.0000	0.0000	0.0027	0.0034	0.0000	0.0000	0.0003	0.0008	0.0006	0.0003	0.0000	0.0001	0.0000	0.0000	0.0000
VIRSorter_Contig_850-circular-cat_2	39467	0.0736	0.0582	0.0962	0.1079	0.0670	0.0294	0.0614	0.0524	0.0825	0.0580	0.0505	0.1561	0.0911	0.0795	0.0530
VIRSorter_Contig_2753-circular-cat_2	48498	0.0008	0.0003	0.0003	0.0004	0.0004	0.0000	0.0002	0.0001	0.1264	0.0658	0.0001	0.0005	0.0003	0.0002	0.0001
VIRSorter_Contig_3635-circular-cat_2	10794	0.0473	0.0246	0.0820	0.0620	0.0501	0.0199	0.0822	0.0590	0.1034	0.0510	0.0256	0.1289	0.0857	0.0522	0.0419
VIRSorter_Contig_4351-circular-cat_2	51878	0.0442	0.0333	0.0181	0.0233	0.0349	0.0213	0.0194	0.0188	0.0239	0.0114	0.0128	0.0285	0.0170	0.0896	0.0615
VIRSorter_Contig_891-circular-cat_2	57254	0.0029	0.0018	0.0028	0.0021	0.0031	0.0028	0.0037	0.0023	0.0014	0.0005	0.0005	0.0015	0.0004	0.0028	0.0012
VIRSorter_Contig_4283-circular-cat_2	62822	0.0000	0.0001	0.0013	0.0000	0.0011	0.0004	0.0023	0.0004	0.0017	0.0009	0.0009	0.0010	0.0009	0.0011	0.0007
VIRSorter_Contig_2153-circular-cat_2	68197	0.0030	0.0036	0.0013	0.0006	0.0008	0.0004	0.0020	0.0006	0.0002	0.0001	0.0003	0.0005	0.0013	0.0009	0.0003
VIRSorter_Contig_3878-circular-cat_2	36670	0.0535	0.0331	0.1014	0.0932	0.1516	0.1271	0.1436	0.0787	0.2338	0.1166	0.0649	0.1863	0.1533	0.1181	0.0592
VIRSorter_Contig_2822-circular-cat_2	56646	0.0613	0.0300	0.0546	0.0526	0.0833	0.0694	0.0747	0.0248	0.0857	0.0393	0.0256	0.0571	0.0406	0.0765	0.0499
VIRSorter_Contig_2127-circular-cat_2	46833	0.0275	0.0066	0.0240	0.0188	0.0900	0.1983	0.4172	0.0249	0.0668	0.0190	0.0705	0.0417	0.0292	0.0218	0.0330
VIRSorter_Contig_2117-circular-cat_2	62822	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005	0.0000	0.0000	0.0000	0.0000	0.0003	0.0000	0.0003	0.0000
VIRSorter_Contig_390-circular-cat_2	10905	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1028-circular-cat_2	16526	0.0482	0.0236	0.1125	0.1478	0.0374	0.0222	0.0786	0.0607	0.0234	0.0192	0.0165	0.0645	0.0520	0.0281	0.0226
VIRSorter_Contig_2417-circular-cat_2	42995	0.0008	0.0005	0.0012	0.0017	0.0015	0.0003	0.0009	0.0007	0.0021	0.0018	0.0010	0.0011	0.0011	0.0008	0.0012
VIRSorter_Contig_276-circular-cat_2	43618	0.0001	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0001	0.0001	0.0000
VIRSorter_Contig_3836-circular-cat_2	43840	0.0005	0.0005	0.0523	0.0569	0.0001	0.0000	0.0323	0.0219	0.0758	0.0596	0.0001	0.1612	0.1164	0.0001	0.0004
VIRSorter_Contig_826-circular-cat_2	35977	0.0065	0.0135	0.1582	0.0988	0.2380	0.1097	0.0150	0.0180	0.0231	0.0290	0.2239	0.0220	0.0517	0.2238	0.1316
VIRSorter_Contig_3564-circular-cat_2	21431	0.0444	0.0452	0.0144	0.0105	0.0338	0.0145	0.0266	0.0302	0.0531	0.0229	0.0258	0.0770	0.0282	0.0392	0.0187
VIRSorter_Contig_812-circular-cat_2	62822	0.0000	0.0000	0.0008	0.0000	0.0002	0.0002	0.0002	0.0001	0.0000	0.0002	0.0000	0.0000	0.0001	0.0000	0.0001
VIRSorter_Contig_988-circular-cat_2	57926	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1501-circular-cat_2	44174	0.0116	0.0260	0.0154	0.0108	0.1595	0.0286	0.0677	0.0624	0.2284	0.0496	0.0285	0.2453	0.0633	0.0631	0.0720
VIRSorter_Contig_1628-circular-cat_2	9980	0.0989	0.0594	0.0016	0.0010	0.0937	0.0577	0.0038	0.0043	0.0014	0.0010	0.0457	0.0012	0.0012	0.0815	0.0615
VIRSorter_Contig_3091-circular-cat_2	43120	0.0005	0.0001	0.0377	0.0163	0.0012	0.0021	0.0201	0.0255	0.0086	0.0035	0.1821	0.0161	0.0087	0.0290	0.0191
VIRSorter_Contig_2722-circular-cat_2	40184	0.0000	0.0000	0.0009	0.0006	0.0003	0.0000	0.0136	0.0096	0.1462	0.0441	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_3830-circular-cat_2	27062	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0001	0.0002	0.0001	0.0020	0.0007	0.0000	0.0000
VIRSorter_Contig_1482-circular-cat_2	49119	0.0015	0.0022	0.0151	0.0015	0.1208	0.0009	0.0473	0.0037	0.0010	0.0005	0.0007	0.0003	0.0154	0.0050	0.0041
VIRSorter_Contig_1344-circular-cat_2	43483	0.0038	0.0024	0.0035	0.0043	0.1165	0.0035	0.0048	0.0165	0.0048	0.0047	0.0017	0.0069	0.0028	0.0063	0.0032
VIRSorter_Contig_3931-circular-cat_2	48780	0.0190	0.0056	0.0140	0.0156	0.0331	0.0125	0.0599	0.0279	0.0965	0.0525	0.0175	0.0631	0.1117	0.0153	0.0131
VIRSorter_Contig_2408-circular-cat_2	40921	0.0003	0.0001	0.0005	0.0010	0.0011	0.0008	0.0015	0.0033	0.0006	0.0005	0.0010	0.0007	0.0000	0.0022	0.0008
VIRSorter_Contig_892-circular-cat_2	36670	0.0005	0.0003	0.0008	0.0006	0.0015	0.0008	0.0008	0.0010	0.0017	0.0008	0.0004	0.0020	0.0019	0.0013	0.0003
VIRSorter_Contig_3050-circular-cat_2	69494	0.0001	0.0001	0.0002	0.0001	0.0005	0.0002	0.0000	0.0000	0.0001	0.0003	0.0004	0.0000	0.0001	0.0004	0.0003
VIRSorter_Contig_3063-circular-cat_2	53078	0.0070	0.0021	0.0042	0.0092	0.0058	0.0028	0.0039	0.0011	0.0011	0.0023	0.1207	0.0005	0.0008	0.0062	0.0018
VIRSorter_Contig_4341-circular-cat_2	39402	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_3856-circular-cat_2	59855	0.0254	0.0120	0.0300	0.0445	0.0339	0.0128	0.0671	0.0385	0.1930	0.1028	0.0291	0.1317	0.0849	0.0671	0.0474
VIRSorter_Contig_4530-circular-cat_2	40078	0.0080	0.0044	0.0006	0.0006	0.0005	0.0000	0.1463	0.1249	0.0906	0.0572	0.0086	0.0015	0.0006	0.2404	0.0886
VIRSorter_Contig_3072-circular-cat_2	40171	0.0016	0.0008	0.0001	0.0002	0.0001	0.0008	0.0001	0.0000	0.0000	0.0000	0.0036	0.0000	0.0001	0.0138	0.0078
VIRSorter_Contig_902-circular-cat_2	50855	0.0190	0.0212	0.0963	0.0696	0.0031	0.0016	0.0257	0.0090	0.0196	0.0076	0.0074	0.0446	0.0393	0.0039	0.0024
VIRSorter_Contig_4421-circular-cat_2	63283	0.0210	0.0121	0.0135	0.0293	0.1567	0.0580	0.0703	0.0235	0.0089	0.0228	0.0081	0.0267	0.0163	0.0981	0.0369
VIRSorter_Contig_1788-circular-cat_2	40170	0.0005	0.0001	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0008	0.0000	0.0000	0.0033	0.0021
VIRSorter_Contig_3822-circular-cat_2	48610	0.0425	0.0144	0.0076	0.0017	0.0482	0.0018	0.0017	0.0046	0.0130	0.0046	0.0147	0.1265	0.1017	0.0245	0.0008
VIRSorter_Contig_2938-circular-cat_2	36670	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_304-circular-cat_2	56790	0.0891	0.0494	0.0141	0.0205	0.0527	0.0290	0.0047	0.0053	0.0005	0.0006	0.0041	0.0063	0.0049	0.0136	0.0058
VIRSorter_Contig_4509-circular-cat_2	78723	0.0003	0.0003	0.0005	0.0004	0.0009	0.0006	0.0006	0.0003	0.0003	0.0002	0.0002	0.0003	0.0004	0.0008	0.0007
VIRSorter_Contig_2413-circular-cat_2	49552	0.0018	0.0009	0.0008	0.0008	0.0008	0.0005	0.0017	0.0017	0.0003	0.0003	0.0003	0.0005	0.0004	0.0006	0.0007
VIRSorter_Contig_1551-circular-cat_2	35977	0.0018	0.0039	0.0098	0.0075	0.0160	0.0069	0.0033	0.0044	0.0046	0.0015	0.0089	0.0029	0.0052	0.0111	0.0072
VIRSorter_Contig_3-circular-cat_2	60437	0.2802	0.1661	0.0808	0.0827	0.3639	0.2257	0.2566	0.1823	0.0043	0.0024	0.0457	0.0021	0.0018	0.0649	0.0297
VIRSorter_Contig_1560-circular-cat_2	10905	0.0000	0.0000	0.0001	0.0001	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000
VIRSorter_Contig_817-circular-cat_2	38801	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1703-circular-cat_2	49678	0.2226	0.1449	0.1782	0.2073	0.1571	0.1007	0.1265	0.0981	0.1443	0.0541	0.0407	0.2519	0.1885	0.0747	0.0388
VIRSorter_Contig_2653-circular-cat_2	66584	0.0006	0.0002	0.0014	0.0012	0.0018	0.0009	0.0006	0.0006	0.0013	0.0012	0.0005	0.0009	0.0008	0.0018	0.0013
VIRSorter_Contig_1675-circular-cat_2	52177	0.0586	0.0278	0.0699	0.0763	0.0813	0.0788	0.0559	0.0338	0.1157	0.0682	0.0476	0.1470	0.0934	0.0556	0.0360
VIRSorter_Contig_343-circular-cat_2	41630	0.1288	0.0613	0.0447	0.0541	0.1192	0.0647	0.0482	0.0308	0.0625	0.0358	0.0261	0.0825	0.0652	0.1630	0.0912
VIRSorter_Contig_4012-circular-cat_2	44486	0.0650	0.0428	0.0573	0.0746	0.1027	0.0508	0.0919	0.0784	0.0511	0.0362	0.0268	0.0493	0.0363	0.1639	0.0877
VIRSorter_Contig_943-circular-cat_2	73754	0.0846	0.0390	0.0849	0.0918	0.0866	0.0636	0.0616	0.0423	0.0698	0.0656	0.0393	0.0560	0.0447	0.0723	0.0380
VIRSorter_Contig_3516-circular-cat_2	54414	0.0027	0.0010	0.0259	0.0323	0.0026	0.0017	0.0239	0.0183	0.0792	0.0579	0.0024	0.1425	0.1134	0.0034	0.0027
VIRSorter_Contig_2132-circular-cat_2	43768	0.0238	0.0082	0.0047	0.0036	0.0144	0.0101	0.3057	0.3633	0.0340	0.0123	0.0065	0.0132	0.0016	0.0187	0.0180
VIRSorter_Contig_76-circular-cat_2	55933	0.3106	0.2619	0.7773	0.7390	0.4048	0.2030	0.7135	0.2789	0.4601	0.1822	0.1549	0.5730	0.4026	0.2807	0.1875
VIRSorter_Contig_1511-circular-cat_2	39408	0.0137	0.0062	0.0043	0.0050	0.0827	0.0162	0.0110	0.0089	0.0311	0.0111	0.0001	0.0086	0.0048	0.0018	0.0016
VIRSorter_Contig_3596-circular-cat_2	39267	0.0933	0.0644	0.0595	0.0565	0.0427	0.0420	0.0766	0.0587	0.1093	0.0641	0.0256	0.1376	0.0967	0.0912	0.0561
VIRSorter_Contig_3580-circular-cat_2	47410	0.0002	0.0000	0.0001	0.0003	0.0001	0.0000	0.0003	0.0001	0.0004	0.0002	0.0001	0.0005	0.0003	0.0001	0.0001
VIRSorter_Contig_2700-circular-cat_2	48823	0.0079	0.0026	0.0066	0.0108	0.0028	0.0017	0.0224	0.0214	0.1832	0.0218	0.0004	0.0441	0.0233	0.0054	0.0033
VIRSorter_Contig_1497-circular-cat_2	43264	0.0017	0.0012	0.0020	0.0024	0.0051	0.0023	0.0016	0.0015	0.0024	0.0017	0.0009	0.0013	0.0016	0.0030	0.0018
VIRSorter_Contig_1538-circular-cat_2	39102	0.0012	0.0004	0.0108	0.0638	0.0739	0.0599	0.0026	0.0006	0.0000	0.0000	0.0242	0.0000	0.0001	0.0001	0.0001
VIRSorter_Contig_2929-circular-cat_2	43848	0.0002	0.0001	0.0000	0.0001	0.0007	0.0001	0.0002	0.0002	0.0024	0.0797	0.0001	0.0009	0.0000	0.0000	0.0001
VIRSorter_Contig_2474-circular-cat_2	57997	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1581-circular-cat_2	65816	0.0004	0.0002	0.0000	0.0000	0.0011	0.0009	0.0004	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005	0.0002
VIRSorter_Contig_3553-circular-cat_2	43394	0.0002	0.0000	0.0001	0.0000	0.0001	0.0000	0.0002	0.0001	0.0005	0.0002	0.0001	0.0029	0.0024	0.0002	0.0001
